Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Algeria,DZA,Population growth (annual %),SP.POP.GROW,,1.777124621,1.537036842,1.610219452,1.736363196,1.646243025,1.857515276,2.224477412,2.252924069,2.24910988,2.234855142,2.253043807,2.308170987,2.372782404,2.452575365,3.699395628,4.81594374,3.768434612,2.867601425,2.985370209,3.102136962,3.213546099,3.297452733,3.353205019,3.381941613,3.397687535,3.330932724,3.028285541,2.747106054,2.631765063,2.494067638,2.384652804,2.323751863,2.240369269,2.107746513,1.918044199,1.763319561,1.681159712,1.510573237,1.398429124,1.402290858,1.375930803,1.348866952,1.354238911,1.407273215,1.364081963,1.441137296,1.627908677,1.708971675,1.795903932,1.858701991,1.898394281,1.943102134,1.966715818,1.97904881,1.999946051,1.993431689,1.957002471,1.903325428,1.839444886,1.732456728,1.657703201
East Asia & Pacific (excluding high income),EAP,Population growth (annual %),SP.POP.GROW,,-0.052365895,1.324459308,2.56154929,2.456612659,2.463978142,2.745834137,2.600734858,2.633897129,2.729201853,2.735809848,2.718453726,2.497173078,2.353408573,2.169622578,1.91845985,1.738810953,1.616256695,1.614325492,1.606060493,1.547447164,1.573460353,1.712468831,1.689918664,1.586328625,1.606061979,1.680644722,1.750971694,1.743433565,1.677727802,1.623943013,1.540488276,1.436105192,1.376040964,1.344176296,1.292905466,1.254631042,1.229161768,1.16908021,1.080268789,1.000155988,0.940825894,0.892555841,0.85206317,0.82089674,0.809214219,0.787254306,0.762867503,0.750698759,0.735431897,0.723457076,0.765793682,0.856501829,0.83962725,0.802510719,0.761538947,0.751983936,0.762403313,0.653757813,0.566510044,0.474052599,0.342491722
Early-demographic dividend,EAR,Population growth (annual %),SP.POP.GROW,,2.537911286,2.553260235,2.559818763,2.565755322,2.508072331,2.455638237,2.479783356,2.502860435,2.510634805,2.478896925,2.390061681,2.402100042,2.48331261,2.472423983,2.445075822,2.421342434,2.421082321,2.432944329,2.455047711,2.501037198,2.595015483,2.598361838,2.525742257,2.483407467,2.461131195,2.44866637,2.423209553,2.397114534,2.360708332,2.45728232,2.329070241,2.201768493,2.099424626,2.005007365,2.003514266,2.060218273,2.02048306,1.95209934,1.901251937,1.885652381,1.86603829,1.78177192,1.718400973,1.701078716,1.658094629,1.629621546,1.613347902,1.554830459,1.527729184,1.544794049,1.527825105,1.467814783,1.435608289,1.421013986,1.410887882,1.372696565,1.321415499,1.284194996,1.249591784,1.1893482,1.088987282
East Asia & Pacific,EAS,Population growth (annual %),SP.POP.GROW,,0.179175763,1.37745237,2.434757443,2.342029816,2.350316893,2.577178028,2.430011096,2.485300908,2.587522055,2.592244414,2.657539376,2.37982003,2.251708458,2.095328126,1.855107667,1.676653992,1.561841249,1.553945657,1.553208749,1.492538732,1.519246548,1.637746133,1.607168407,1.502843727,1.509976074,1.56689912,1.628992525,1.620760002,1.565092663,1.51250348,1.449550619,1.347152509,1.291334093,1.26525715,1.217148088,1.192757826,1.157058289,1.102905169,1.011249694,0.944096982,0.897460572,0.843921782,0.798496362,0.763640198,0.749594885,0.745037781,0.733077002,0.728174131,0.699825737,0.684869462,0.714338483,0.798953107,0.779835747,0.749921648,0.71435793,0.70668095,0.710285225,0.612448293,0.532811133,0.428154962,0.264977997
Europe & Central Asia (excluding high income),ECA,Population growth (annual %),SP.POP.GROW,,1.652325333,1.628011645,1.599574553,1.574268794,1.515107067,1.251460948,1.247455025,1.222412918,1.17709784,1.102986423,1.087403405,1.097411121,1.079464744,1.068453098,1.040894266,1.087810908,1.094995083,1.074698382,1.05908447,1.061389897,1.047297515,1.028203718,1.056018487,1.128168652,1.112484967,1.102759097,1.107045654,1.070847188,0.873992436,0.6743281,0.700081724,0.514404326,0.340497694,0.228657184,0.1495943,0.204880487,0.166428103,0.08500543,-0.011967638,0.026838179,0.025087267,0.018476601,0.071287897,0.124264555,0.146420049,0.188963237,0.272477437,0.397353138,0.472405688,0.551150343,0.566204023,0.576266608,0.671647358,0.722876768,0.733732024,0.670333066,0.548130197,0.402106535,0.380717769,0.305173783,0.190475194
Europe & Central Asia,ECS,Population growth (annual %),SP.POP.GROW,,1.153307486,1.164986515,1.154771764,1.142104036,1.100052242,0.970454992,0.955942708,0.913496718,0.87342039,0.766772743,0.754170909,0.824579933,0.789618099,0.752311754,0.721563511,0.707803355,0.690259773,0.682403714,0.675267343,0.684193263,0.655525296,0.599949282,0.578866915,0.600609266,0.608096714,0.625941866,0.63678308,0.640223965,0.58119982,0.504109752,0.51470926,0.40788501,0.343455943,0.252974,0.189367868,0.198208186,0.175045543,0.135469169,0.112962594,0.108791382,0.130150666,0.181157594,0.257347022,0.296115216,0.303683277,0.310938983,0.358495986,0.408575527,0.395393499,0.381170892,0.231305017,0.390723387,0.477651669,0.507779931,0.500452496,0.468170207,0.381500164,0.319606889,0.260907436,0.208879326,0.072942495
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,,2.846590659,2.881738089,2.900203156,2.915739596,2.929082318,2.924760533,2.917222841,2.91235165,2.89927012,2.879225471,2.854569464,2.835922143,2.819139028,2.797806768,2.777723909,2.756054244,2.732136839,2.707936206,2.683489572,2.657405708,2.629349965,2.599877996,2.571074716,2.549191142,2.531495138,2.515923147,2.490103411,2.440955737,2.382643155,2.32006287,2.237420192,2.110612728,1.983160148,1.911253939,1.86855906,1.830096742,1.789522755,1.751815164,1.725666518,1.71308817,1.719685589,1.737093154,1.748693201,1.73957986,1.724433177,1.721115035,1.718133581,1.704205812,1.682479333,1.660310481,1.641883117,1.602521872,1.532423238,1.483598602,1.479835238,1.493389873,1.553356266,1.890909307,1.909683263,1.401904626,1.182063375
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,,2.604518124,2.62194329,2.636221859,2.63446302,2.602889907,2.545845077,2.484547655,2.427121347,2.355225304,2.285806213,2.200843744,2.155693905,2.151182731,2.157540305,2.203855428,2.227621795,2.314318888,2.432819785,2.507751316,2.58427185,2.596967814,2.613836601,2.707756827,2.755097747,2.754441218,2.737146758,2.71823653,2.720216625,2.66659416,2.564808557,2.411330334,2.324064093,2.295631166,2.245050674,2.191722851,2.155736504,2.155401194,2.144627085,2.113320157,2.071834706,2.056419843,2.091103293,2.087856462,2.031665661,1.983341437,1.946600641,1.951674313,1.958382903,1.956155222,2.027639655,2.207642811,2.261587344,2.315707504,2.34379305,2.205259807,2.086302846,1.989768495,1.898930768,1.794002125,1.733129572,1.658383679
Euro area,EMU,Population growth (annual %),SP.POP.GROW,,0.872999722,0.877483538,0.883073747,0.884579126,0.892449043,0.844666991,0.74292073,0.700498486,0.697713866,0.564660596,0.567140786,0.685035029,0.63658168,0.560080097,0.501177155,0.434997129,0.403253111,0.419492438,0.426352521,0.450478364,0.401455353,0.287540423,0.202476747,0.160565133,0.183801872,0.242171376,0.269103865,0.327333293,0.420974014,0.45312056,0.523592785,0.463114979,0.409055775,0.291251321,0.257839043,0.259415294,0.239000545,0.21121761,0.258482454,0.328616768,0.385206708,0.489563281,0.54399138,0.551497495,0.517747223,0.467742662,0.520106086,0.489816299,0.325273009,0.236748355,-0.216934433,0.220838544,0.340791039,0.34331932,0.303628561,0.292998233,0.216332911,0.240025321,0.113304729,0.134533311,0.045025648
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,,2.324302595,2.392165695,2.441550175,2.475168428,2.500106523,2.511132153,2.514491968,2.515497895,2.527312287,2.561383965,2.596984545,2.614660378,2.626087758,2.631511947,2.62905201,2.638391204,2.659309445,2.669688815,2.677441286,2.699158392,2.725339425,2.735815812,2.747057366,2.728282932,2.648923018,2.617447977,2.569479931,2.526899046,2.435793685,2.24976452,-5.288185552,-5.964185517,3.088772806,3.036129306,5.464580796,4.834504792,1.206784109,1.351987538,1.441458699,1.532995431,2.844671522,3.413827587,4.075541524,4.052964648,2.452082437,1.693404671,1.587113192,2.684305178,2.565436957,2.04894665,1.883303605,1.393980561,1.336750621,0.817492474,0.497672572,0.754064581,0.935971649,1.415949601,1.539273546,1.617399943,1.796101337
Spain,ESP,Population growth (annual %),SP.POP.GROW,,0.929015535,0.920032287,0.877043252,0.993696426,1.085844742,1.024027852,1.230665818,1.307655786,0.98543056,1.110631449,1.205084833,1.10413659,1.104937604,1.09260761,1.081293603,1.056851725,1.029131809,0.96287655,0.881584501,0.802963562,0.710878011,0.600390137,0.487183211,0.415255702,0.362365565,0.298782367,0.259329063,0.212064999,0.156776198,0.101828843,0.254527425,0.489757905,0.518543521,0.476100555,0.44136575,0.416515798,0.419119517,0.413847481,0.405323026,0.447137015,0.694068084,1.412595405,1.808454468,1.725466303,1.689349047,1.690352556,1.851081308,1.595330499,0.885735981,0.460408305,0.355338396,0.064925963,-0.32766904,-0.298951059,-0.077588862,0.08443015,0.234587923,0.437982994,0.717715637,0.488502132,0.105706398
Estonia,EST,Population growth (annual %),SP.POP.GROW,,1.11138977,1.34156956,1.378477164,1.437675372,1.359458372,1.078006708,0.787736187,0.925837507,1.048781817,1.096145451,1.233395893,1.123907965,0.960032301,0.865266081,0.785459176,0.712743107,0.73604373,0.685613147,0.556254915,0.603352238,0.704718276,0.719876655,0.687096402,0.652187283,0.667063356,0.743509962,0.778102309,0.621622035,0.398143548,0.066490191,-0.502159185,-1.824181555,-2.574319978,-2.138588635,-1.785399536,-1.475364638,-1.14091924,-0.960559005,0.294482276,0.483707162,-0.636963124,-0.633433796,-0.627622448,-0.59782051,-0.572255525,-0.58965556,-0.456188535,-0.26813372,-0.192768077,-0.228057969,-0.303582824,-0.357944411,-0.355891803,-0.262256175,0.06555253,0.029112226,0.121070631,0.348039138,0.371554389,0.197559185,0.105996956
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,,2.462404963,2.528096313,2.57813996,2.629283765,2.679643513,2.595244111,2.621036473,2.752600715,2.76853725,2.786272753,2.757108189,2.684418269,2.650908599,2.554849754,2.397834568,2.47867857,1.895887281,1.660120862,1.448223784,0.535537886,2.468530571,3.819459973,2.708749392,2.499425128,2.72526767,2.861281014,3.313535954,3.799709905,3.71438045,3.576541494,4.211318834,4.069506443,3.365277344,3.342798275,3.283015256,3.203571285,3.128159096,3.060483959,3.028114294,2.958805189,2.921271059,2.932969913,2.905907704,2.872414027,2.839622994,2.826729323,2.851543841,2.838631602,2.803575935,2.820981863,2.850296778,2.827656243,2.749620707,2.705428113,2.695393167,2.716053972,2.721331426,2.673321021,2.656010133,2.654859156,2.604319283
European Union,EUU,Population growth (annual %),SP.POP.GROW,,0.837872827,0.850396712,0.868924655,0.883341443,0.851810416,0.813165324,0.785334493,0.731370668,0.702268306,0.562025544,0.54722633,0.677422158,0.646500069,0.608154945,0.585552542,0.531332693,0.489566056,0.468998653,0.451200876,0.46340821,0.424231039,0.33812931,0.263199331,0.226869471,0.236297296,0.272934084,0.289810124,0.319385489,0.334646356,0.330153239,0.341620201,0.291102631,0.325158303,0.24957902,0.18929808,0.16301577,0.150501422,0.133994097,0.165005645,0.119792808,0.132221958,0.229815701,0.356620012,0.375805315,0.354898003,0.324716649,0.336192687,0.321138461,0.236948273,0.140162305,-0.177299846,0.147512641,0.243827264,0.249764419,0.218367449,0.212647701,0.157067514,0.176129821,0.081899351,0.072674976,-0.11001194
Fragile and conflict affected situations,FCS,Population growth (annual %),SP.POP.GROW,,2.147615137,2.187770014,2.201908908,2.219972715,2.22503686,2.209877724,2.217733173,2.236955332,2.235538543,2.233456744,2.262698453,2.277319097,2.299653318,2.364461039,2.394978034,2.491081046,2.450489792,2.353375479,2.400940498,2.264993503,2.091022041,2.203644907,2.300047732,2.349734643,2.358802748,2.285414845,2.26527121,2.208674912,2.277377063,2.647387007,2.235880015,2.520193326,2.684173798,2.795891869,2.644798617,2.257122199,2.173817144,2.215628833,2.276324152,2.250042299,2.250566235,2.459122735,2.525380848,2.428248102,2.432704665,2.425969319,2.3621105,2.411189745,2.494183536,2.490581193,2.448760679,2.460465619,2.446674445,2.341711231,2.265989093,2.263514976,2.249001178,2.214656561,2.248938332,2.294834136,2.250715541
Finland,FIN,Population growth (annual %),SP.POP.GROW,,0.705711484,0.6799954,0.706977468,0.556315625,0.333374795,0.374800826,0.541550206,0.448972198,-0.058030841,-0.378718238,0.126203706,0.595195266,0.567909198,0.523542996,0.443863076,0.301448639,0.279738313,0.28712237,0.255579028,0.311078416,0.426515645,0.560285844,0.595991321,0.534342931,0.417068904,0.324794896,0.283626732,0.290689051,0.361018799,0.443382074,0.546172018,0.561909851,0.483854089,0.431048903,0.381655333,0.328037914,0.29737733,0.265472962,0.232116249,0.207606515,0.227687342,0.24238105,0.23845724,0.290350362,0.342248594,0.383777136,0.425429832,0.465549285,0.478246393,0.457494535,0.463558707,0.475809487,0.460723773,0.413560208,0.329383886,0.287421402,0.234670532,0.132641041,0.11019169,0.143641197,0.207288594
Fiji,FJI,Population growth (annual %),SP.POP.GROW,,3.109850976,3.125532698,3.150718574,3.085012759,2.985645213,2.806248677,2.512747479,2.268111471,2.145486042,2.045283466,1.945569864,1.826708055,1.687756433,1.611370465,1.665041531,1.858776464,2.13888629,2.361722433,2.454588935,2.469497847,2.459188049,2.442860208,2.426280588,2.416946574,2.350559048,2.067525329,1.618802362,1.262829885,1.084408645,0.994899826,0.56246323,0.257938885,0.296816894,0.203164498,0.182306473,0.540288729,1.003562207,1.158479431,1.157357415,1.097520514,1.05280544,1.013601896,0.98525733,0.972529404,0.944990918,0.928331144,0.853009376,0.680664088,0.517432196,0.419141607,0.351360476,0.29723878,0.262426487,0.23039759,0.178965106,0.127589743,0.070534838,-0.0025027,-0.057797147,0.21284622,0.453976646
France,FRA,Population growth (annual %),SP.POP.GROW,,1.090950905,1.092678883,1.06426045,1.122661206,1.11973661,1.078287127,1.032391725,0.955030634,0.892677738,0.876601788,0.887521826,0.863681327,0.786768957,0.679243152,0.56096524,0.46586203,0.472195041,0.486085799,0.489529654,0.544610152,0.576802075,0.581753883,0.534621482,0.504230412,0.52017357,0.521885254,0.531802397,0.530774426,0.509604919,0.480817154,0.879707183,0.498037271,0.434438547,0.37391243,0.363543328,0.356871556,0.356497963,0.370907432,0.516384252,0.686782587,0.72943079,0.728746207,0.71044809,0.735098068,0.749918325,0.693706612,0.616493932,0.557563758,0.513102876,0.492821126,0.482694782,0.48395349,0.516539661,0.468246342,0.35556924,0.263868789,0.290202116,0.358494582,0.341374143,0.271350508,0.263854757
Faroe Islands,FRO,Population growth (annual %),SP.POP.GROW,,1.216439643,1.124625357,1.199764207,1.280448798,1.399166716,1.309280569,1.104536,1.057928226,1.007398692,1.059844796,1.151713754,1.133511785,1.118291224,1.108411923,1.081492939,1.048001756,1.034721778,1.160044646,1.28093049,1.280989934,1.290012928,1.255470653,1.136977115,1.037825003,0.970132181,0.952117777,1.007706823,1.0317314,1.124428199,-0.023165454,-1.419065271,-1.734676908,-1.995653546,-2.163106743,-0.741451723,0.757312331,0.805573388,0.828115744,0.750547557,1.005918478,1.27307089,1.220759212,1.229249596,1.251837989,0.627338991,0.045546769,0.09930282,0.103335685,0.037174722,-0.039240389,-0.049588827,0.012399512,0.053713461,0.097024253,0.721624003,1.39145416,1.463978819,1.433043252,1.414731885,1.410260077,0.900256783
"Micronesia, Fed. Sts.",FSM,Population growth (annual %),SP.POP.GROW,,3.602943702,3.607587978,3.316679407,3.037691422,3.056543572,3.078658351,2.99967921,2.946520232,2.984555102,3.01679148,2.814780272,2.590068161,2.574773242,2.569651821,2.365323993,2.182472809,2.222858306,2.587970814,2.91744683,2.905538372,2.883361925,2.868151443,2.850731864,2.833688913,2.793120269,2.726070482,2.672035505,2.280860408,1.886563098,1.849601599,1.83294083,2.425851791,3.003245962,2.61935915,1.354208274,0.413363892,0.313629616,0.245350376,0.119311952,0.152297026,0.213720197,0.039296241,-0.167115773,-0.328790001,-0.447886781,-0.577652223,-0.69962484,-0.758815203,-0.77203346,-0.259914003,0.277526573,0.319268822,0.347720569,0.381376448,0.400941559,0.4220858,0.458352099,0.450852096,0.404844283,0.650605244,0.9101587
Gabon,GAB,Population growth (annual %),SP.POP.GROW,,1.159920003,1.229582904,1.292222988,1.349862257,1.417211141,1.488856751,1.55120484,1.612446373,1.90242813,2.12629222,2.071688206,2.044906327,2.067382432,2.12340852,2.197515467,2.283258652,2.369229429,2.445494012,2.503453505,2.554108171,2.612300731,2.654136672,2.688139431,2.714523186,2.729918463,2.747489471,2.764442661,2.773076336,2.760681168,2.734740583,2.706305535,2.681654323,2.657900574,2.614413559,2.559565612,2.520369353,2.506560362,2.513148881,2.524581193,2.559793886,2.609543216,2.651379537,2.698746996,2.769763122,2.868813028,2.984529936,3.095609773,3.18807653,3.292977463,3.421970687,3.525161878,3.5582226,3.505157393,3.341104101,3.086916384,2.804212109,2.555918598,2.391355225,2.289855365,2.195637043,2.097988103
United Kingdom,GBR,Population growth (annual %),SP.POP.GROW,,0.760459939,0.848661388,0.748366449,0.650257749,0.642468779,0.551303249,0.53854377,0.48676828,0.415803269,0.398722458,0.417666617,0.339057516,0.193198186,0.06305921,-0.007423363,-0.024603833,-0.032873848,0.005359908,0.089728661,0.119517254,0.034821732,-0.035842794,0.034101374,0.158261863,0.226951225,0.23161023,0.212637261,0.222063894,0.26031145,0.298930554,0.309247932,0.270431182,0.239745439,0.254586487,0.264547417,0.254626384,0.257553323,0.291406085,0.333405882,0.357300887,0.38497597,0.42333708,0.465641114,0.568943113,0.686611306,0.735048678,0.778666112,0.787032622,0.75639086,0.783888647,0.781506562,0.695353132,0.669740536,0.736463979,0.792367506,0.757874493,0.679374474,0.605929132,0.564131113,0.365409432,0.365409887
Georgia,GEO,Population growth (annual %),SP.POP.GROW,,1.578435862,1.519342186,1.473021724,1.410306472,1.316771037,1.143478098,0.980879611,0.907052603,0.935667821,0.96583761,1.040707699,1.010966631,0.880708361,0.868346221,0.73801073,0.721090302,0.681625222,0.58382341,0.736305278,0.842900505,0.820316229,0.846666493,0.878842348,0.853879671,0.876678995,0.888192529,0.825576239,0.990127868,0.262664316,-0.027068389,0.703475649,0.77451105,0.768558451,-1.539430121,-3.757716068,-3.62954608,-3.207518172,-2.474222976,-2.057376879,-1.944629157,-1.551238397,-0.897253673,-0.675365806,-0.61926241,-0.635292218,-0.568484712,-0.521646734,-0.303790529,-0.888185043,-0.729475257,-0.80216404,-0.736565519,-0.300972141,0.0469539,0.157481405,0.059816599,0.013386075,-0.039036546,-0.17156574,0.068656249,-0.379636607
Ghana,GHA,Population growth (annual %),SP.POP.GROW,,2.817752849,2.392891879,2.402527862,2.410339361,2.424878907,2.422373121,2.419816237,2.429638678,2.483737637,2.653292127,2.748891796,2.78314435,2.854931288,2.881969391,2.890275209,2.887985912,2.967148888,3.07212489,3.108380915,2.990447217,2.888406006,3.000603857,3.122419795,2.722553539,2.289177543,2.318733655,2.398123131,2.490510236,2.562166879,2.587307512,2.534384671,2.481515922,2.44550905,2.358589663,2.308821466,2.29660255,2.348520726,2.415665384,2.439100698,2.516518739,2.659768689,2.748379917,2.714432821,2.66890927,2.65989488,2.639161462,2.605463786,2.572327222,2.53550492,2.469996167,2.43818163,2.46059584,2.452427256,2.407644892,2.364269759,2.339383259,2.234945429,2.122679766,2.088931184,2.066268801,2.00774487
Gibraltar,GIB,Population growth (annual %),SP.POP.GROW,,0.388758522,1.549084333,2.428801819,2.388341423,2.382828527,2.343711964,2.302015877,2.222884033,2.132507605,1.979363352,1.428755189,0.933967666,0.856403623,0.798746499,0.695941968,0.673379226,0.619481972,0.520926172,0.465825755,0.40452001,0.295380125,0.15256062,-0.027720988,-0.232465452,-0.396784482,-0.587619739,-0.824267586,-0.96674054,-1.120540384,-1.348988732,-1.211689624,-0.159457138,0.639996265,0.602943003,0.475372965,0.287780466,0.265189512,0.260869713,0.213262086,0.165957178,-0.072121456,0.614966065,1.455723036,1.4557319,1.517196596,1.470865099,1.372896377,1.331277734,1.375456613,1.427191957,1.394492365,1.437521818,0.777442704,0.126420318,0.209321015,0.138280732,0.113554419,0.140996192,0.113265896,0.073401233,-0.122365337
Guinea,GIN,Population growth (annual %),SP.POP.GROW,,1.742485893,1.764161441,1.785587534,1.805765811,1.825737563,1.847703913,1.871180128,1.900581315,1.896208876,1.844793824,1.777251088,1.709901954,1.655737753,1.603778065,1.558128931,1.530016224,1.525881128,1.563716113,1.656837994,1.773463045,1.888854165,2.018087746,2.134261564,2.242811823,2.370332705,2.494434227,2.600076822,2.651480572,2.625206884,3.49072387,4.034339549,3.219524688,3.082784827,3.019684912,2.80029939,2.835137437,2.057161461,1.891255372,2.25588851,1.963136385,1.29599678,1.55168556,2.241748134,2.129239418,1.978667795,2.062914279,2.293355724,2.40819421,2.43976227,2.458278464,2.471311108,2.448752998,2.442316141,2.482932008,2.549276719,2.589500041,2.563493813,2.533442442,2.537647078,2.512250121,2.444317219
"Gambia, The",GMB,Population growth (annual %),SP.POP.GROW,,2.752225045,2.763072918,2.770343068,2.771633373,2.769034833,2.760578929,2.796547533,2.848763633,2.870352865,2.886761207,2.905200182,2.939199874,2.976386649,2.971238503,2.981642668,3.050518389,3.122167125,3.17633661,3.242814637,3.315054988,3.320336324,3.365508171,3.4906203,3.608846775,3.708280165,3.785342856,3.854425564,3.918578588,3.968246346,4.008088142,4.04169216,3.94643302,3.586330691,3.165384519,2.963652503,2.928547692,2.922469001,2.932061897,2.928982999,2.896423343,2.87370974,2.850204529,2.851693005,2.892651602,2.942405204,3.021054494,3.083458975,3.104985972,3.113648511,3.101160241,3.097043423,3.0945314,3.051205871,2.974334485,2.886819384,2.804045746,2.723485349,2.641376345,2.582686766,2.56215325,2.52879318
Guinea-Bissau,GNB,Population growth (annual %),SP.POP.GROW,,0.891275796,1.242787656,0.910981759,-0.897093811,-2.199008411,-1.265333564,0.525463393,1.745293273,0.752123953,0.64143706,0.478518218,0.243437271,1.209701923,3.321686008,5.621600151,6.084405957,6.298278218,6.198298069,3.375475015,1.193437271,1.610014144,1.605235729,1.590306094,1.571278611,1.553859349,1.547150544,1.550724958,1.567982333,1.594611027,1.585298679,2.064211522,2.880859296,3.256292876,3.061768866,2.501898864,2.071269968,1.896587836,1.843467586,1.874355503,2.000211927,2.132601582,2.225601466,2.304691466,2.35534586,2.398892761,2.461141531,2.547103956,2.57645836,2.571082925,2.586997493,2.632008434,2.679716679,2.688501174,2.647941932,2.582649543,2.51887832,2.437890936,2.372337148,2.33629047,2.276453357,2.202589246
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,,1.820978201,1.901271269,1.972560336,2.040394635,2.109480786,2.181714525,2.248693272,2.229052093,1.110437463,-0.594841963,-1.591047814,-2.135137176,-2.42367004,-2.545804554,-2.543094772,-2.59713987,-1.689186767,-0.18847644,1.123011264,3.085606219,4.985336598,6.13584828,6.44007405,6.119602206,5.537731899,4.873491443,4.309048551,3.97473737,3.826118079,3.74870611,3.709325197,3.696193932,3.701000914,3.727176986,3.770301535,3.819715949,3.871566377,3.912734475,3.938200146,4.470575159,4.885154773,4.730806748,4.608419017,4.539539683,4.538823047,4.598402177,4.68160681,4.750080739,4.780036591,4.756088762,4.472518136,4.195936394,4.128045467,4.036743237,3.920785477,3.784566151,3.633654843,3.481607477,3.335036794,2.732269498,2.378494519
Greece,GRC,Population growth (annual %),SP.POP.GROW,,0.792901847,0.595777103,0.370892005,0.362612547,0.467787696,0.737804081,0.814411517,0.65053289,0.365420763,0.228196508,0.433844788,0.650037188,0.454133112,0.368183314,0.938660354,1.553213563,1.301109489,1.296604359,1.246698067,0.982220016,0.896616063,0.61646204,0.581724932,0.498156576,0.388288979,0.330759074,0.334358494,0.363197987,0.52185098,1.057808012,1.200352537,0.763882722,0.588261919,0.500703438,0.467197289,0.440670531,0.493267145,0.554211903,0.383471312,0.409041838,0.519884464,0.366566462,0.238643175,0.247413543,0.293249074,0.300331801,0.254757582,0.265457837,0.263026401,0.128880433,-0.147951277,-0.540752951,-0.725120807,-0.66611329,-0.658861361,-0.415913028,-0.197783225,-0.202880238,-0.105339393,-0.214592107,-0.537756535
Grenada,GRD,Population growth (annual %),SP.POP.GROW,,1.402060369,1.000280381,0.860403164,0.751693814,0.626026483,0.473294336,0.288361045,0.079784687,-0.081805378,-0.183041883,-0.262505915,-0.315104957,-0.34572292,-0.366401998,-0.372895195,-0.395987029,-0.468127829,-0.53919148,-0.595647995,-0.425084815,0.404083471,1.368427036,1.687669414,1.457089911,0.957078946,0.314688872,-0.291823208,-0.720288834,-0.65595084,-0.178543556,0.71527681,1.276922499,1.115097696,0.974942832,0.855077254,0.752495102,0.668269318,0.614880874,0.584915034,0.568483013,0.46803696,0.272937297,0.469187987,0.711094559,0.671613754,0.663529251,0.661840746,0.671715215,0.683128734,0.695156085,0.76783354,0.861245197,0.887245628,0.874356937,0.850810359,0.825295754,0.792907051,0.755485367,0.724563813,0.762219229,0.762873605
Greenland,GRL,Population growth (annual %),SP.POP.GROW,,3.625774802,3.785022413,3.922071315,3.243527575,4.16726964,3.262522732,3.398385282,3.517361418,3.397835364,3.286166448,1.709443336,2.303766807,1.438873745,1.015237146,0.201816416,0.201409937,-0.605450891,-0.40568007,0.809721023,1.202419297,1.581060603,0.975617495,1.158314109,1.145050679,0.94429408,0.562325755,1.115253195,1.28560081,0.908271457,0.541029273,-0.18001805,-0.361011222,-0.180995525,0.542006747,0.539084863,0.179051077,0.178731057,0.178412179,0,0.178094437,0.266548359,0.458574268,0.275195545,0.256870545,0.04216222,-0.283179181,-0.386485847,-0.402186877,-0.008876974,1.028023326,-0.026363197,-0.140721219,-0.577265865,-0.333398667,-0.322038549,0.128227978,-0.026700606,-0.263828878,0.359917714,0.252238303,0.506106194
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,,2.936234518,2.936142319,2.922213077,2.893360487,2.850493537,2.804420185,2.744536847,2.671509104,2.589681567,2.507663212,2.433237651,2.372464859,2.326203719,2.292122312,2.257347972,2.239114591,2.250160973,2.300783762,2.389166726,2.494654354,2.590691543,2.671766063,2.71559914,2.739688448,2.754094839,2.763170626,2.768564246,2.768246906,2.759321995,2.734472527,2.689429601,2.624668674,2.550623477,2.490558872,2.452988793,2.402720921,2.358059233,2.361987483,2.369476412,2.433943645,2.4024009,2.297882417,2.180745246,2.125985971,2.077170631,2.026228097,1.975962167,1.927447638,1.881063438,1.836556428,1.819487756,1.777495787,1.757167698,1.728757603,1.691465093,1.658073318,1.6276538,1.600385982,1.560386048,1.519987854,1.480316806
Guam,GUM,Population growth (annual %),SP.POP.GROW,,2.050028373,2.061901094,2.078705891,2.088536687,2.057022604,2.003348236,1.936453449,1.858520437,1.734511371,2.020270732,2.466499019,2.520316686,2.432070489,2.316802251,2.183952213,2.100859091,2.032554651,1.942884417,1.948539401,2.289210185,2.626466929,2.587651463,2.446818432,2.339161735,2.26323742,2.210792953,2.170649517,2.141816071,1.993831811,1.827641357,1.774944268,1.714657805,1.64041446,1.569306604,1.511086459,1.433438908,1.349701334,1.304868734,1.295005898,1.125621224,0.830561297,0.641188051,0.504376,0.378143882,0.259412996,0.14888868,0.053424318,-0.023066091,-0.088064262,0.197277634,0.450154139,0.447535841,0.397066313,0.292292129,0.259298371,0.218836685,0.154324682,0.042693991,-0.032018785,0.359326133,0.767004481
